username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags
Comprendre_agir,"Humanisme, Responsabilité sociétale, Éthique
Droits fondamentaux Justice
Décryptage stratégies & méthodes de manipulation
#Harcèlement 
https://t.co/jAqemgguAD",France,495,530,10396,2010-11-09 16:17:20,2021-01-13 10:10:01,0,"Ah mais c'est qu'il deviendrait comique notre Bernard Pivot national !
#vaccination https://t.co/rJeCcjEvnP","[{'text': 'vaccination', 'indices': [71, 83]}]"
veilleartisanat,Espace de #veille et #IE #artisanat #TPE / Aussi sur Facebook https://t.co/plZJ99P2k6,,371,1870,15494,2012-07-10 10:53:11,2021-01-13 10:10:00,0,"#COVID_19
Maine-et-Loire : Relancer les ventes grâce à Internet [Webinaire, le 18 janvier] 
#cma49 #digital  #artisanat 

+ d'infos https://t.co/OvnskNp1Xb https://t.co/0eIbGCtto7","[{'text': 'COVID_19', 'indices': [0, 9]}, {'text': 'cma49', 'indices': [92, 98]}, {'text': 'digital', 'indices': [99, 107]}, {'text': 'artisanat', 'indices': [109, 119]}]"
9Konstanza,"Contre l'islamisation du monde et le nouvel ordre mondial. Vous aussi vous sentez le sable dans vos chaussures ? 
#Jambonbeurre👌👍💪","Picardie, France",2527,1232,19187,2016-12-01 01:32:34,2021-01-13 10:09:44,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
MatBonnet,Chargé de mission @VilledeNice • Avec @cestrosi et @MonierF06,"Nice, France",1633,882,4602,2010-04-03 22:16:15,2021-01-13 10:09:44,1,"#Vaccination des plus de 75 ans, c'est parti à #Nice06 ! https://t.co/xdiAK2fVmo","[{'text': 'Vaccination', 'indices': [15, 27]}, {'text': 'Nice06', 'indices': [62, 69]}]"
tribunalnancy,Compte officiel du Tribunal Judiciaire de Nancy,,164,160,11,2021-01-08 13:51:22,2021-01-13 10:09:38,11,"La #vaccination pour les 75 ans et + a démarré au @CHRU_de_Nancy et dans le @Grand_Nancy 
 ℹ️ Dépose-minute mis en place au centre rue Lionnois @VilledeNancy pour améliorer l’accessibilité des personnes âgées.
Infos et prise de rendez-vous https://t.co/fUFSAGB28m
photo : A.Marchi https://t.co/yaxwBpj5VT","[{'text': 'vaccination', 'indices': [22, 34]}]"
DuchesneVizit,,,117,49,561,2020-04-09 09:52:40,2021-01-13 10:09:34,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
Emdupuy,Consultant dans le domaine Défense & Sécurité & Armement. Président de l'Institut Prospective et Sécurité en Europe (IPSE) @InstitutIPSE,,7709,7011,30352,2011-11-17 21:57:52,2021-01-13 10:09:29,9,"#Covid19 #Vaccination #Défense #Opex #PjlPrincipesRepublicains 
@Herve_Morin est aujourd'hui à 12h30 l'invité politique de @Rudy_Saada sur @RCJRADIO. https://t.co/iikS0XN6sn","[{'text': 'Covid19', 'indices': [20, 28]}, {'text': 'Vaccination', 'indices': [29, 41]}, {'text': 'Défense', 'indices': [42, 50]}, {'text': 'Opex', 'indices': [51, 56]}, {'text': 'PjlPrincipesRepublicains', 'indices': [57, 82]}]"
peggyb66,Racistes homophobes et autres débris passez votre chemin- RT ne veut pas dire adhésion - Pour L’union de la Gauche allez vous faire voir,,1258,797,65595,2011-10-19 20:01:10,2021-01-13 10:09:24,24,"Après avoir lui même manifesté sa colère contre la lenteur de la #vaccination en France et attisé ainsi les critiques contre Olivier Véran, Emmanuel Macron aurait (selon Le Point) envoyé ce texto au ministre de la santé : « Tiens bon, on les aura, ces #connards ». Minable.","[{'text': 'vaccination', 'indices': [76, 88]}]"
thaliemichou1,,,633,146,9931,2017-02-26 18:04:30,2021-01-13 10:09:21,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
Elipse7,,,166,26,6674,2015-03-29 15:19:58,2021-01-13 10:09:16,8,"Plus il y aura de transparence, plus la population sera en acceptation, et plus le processus de protection de l'ensemble de la population fonctionnera.
Aujourd'hui ""nous n'avons pas à rougir"", dixit M. Castex, mais demain je ne sais pas.
#LCI #vaccination https://t.co/XjAZfaUVUV",[]
FrRauch,Directeur de la communication et de l'information de la Mutualité Française #finance #assurance #santé #mutuelles,,419,1540,4767,2013-11-24 07:51:35,2021-01-13 10:09:16,18,"#MobilisésContreLaCovid Partisan historique et assumé de la vaccination, le mouvement mutualiste prendra toute sa part dans la mise en œuvre de la #vaccination des Français. #JeMeFaisVacciner #PourNousProtégerJeMeFaisVacciner https://t.co/irDUnXNUt6","[{'text': 'MobilisésContreLaCovid', 'indices': [18, 41]}]"
ValDiGuglielmo,"Passionnée de lecture (surtout de Thrillers), de Culture, de sport, de voyages, de mode, de shopping 🛍💁🏼‍♀. J'aime ma Ville et ma Région Sud. @MaRegionSud","Marseille, France",226,145,2012,2020-04-07 10:06:13,2021-01-13 10:09:12,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
CPaimpolaise,j'ai un mari ♥️ 3 enfants ♥️ et 3 🐬🐬🐬 petits-enfants ♥️ nous sommes🐬🐬🐬 fusionnels 💕 et j'ai 57 ans 🙏⛵⚓🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬🐬,France,1274,1141,121050,2017-12-12 19:48:48,2021-01-13 10:09:11,3,"#vaccination ... Pourquoi, elle piétine ? 🤔😬😂 https://t.co/vYu3eMSXYo","[{'text': 'vaccination', 'indices': [15, 27]}]"
Photogratte,L'EAU CHAUUUDE BORDEEEL ! ET LE MASQUE C'EST SUR LA BOUCHE ET LE NEZ PUTAIN !,France,353,358,46412,2009-12-07 12:20:34,2021-01-13 10:09:09,17,"#COVID_19 – 🔴 Delfraissy met la pression sur l'exécutif et demande des mesures rapides

«Je suis très préoccupé par ce variant anglais, plus vite on prend des décisions plus elles vont être efficaces», a expliqué le président du conseil scientifique. ⤵ https://t.co/GQ6aW70QtT","[{'text': 'COVID_19', 'indices': [10, 19]}]"
APHP,"Toute l'actualité de l'AP-HP. 100000 professionnels, 39 hôpitaux, 6 groupes hospitalo-universitaires. Retrouvez-nous également sur Facebook, Linkedin et Youtube",Paris,1713,76020,13765,2010-05-06 09:37:38,2021-01-13 10:08:58,7,"Témoignage d'Ingrid, infirmière en consultation d'ophtalmologie à l'hôpital Ambroise-Paré @APHP est vaccinée contre la #COVID19 #vaccination #VaccinfoCOVID #JeMeFaisVacciner https://t.co/gcURX1VbQw",[]
JMFourgous,"Maire @VilleElancourt, Président @SQY, Co-fondateur @g2_ea, #entreprise, #Elancourt #sqy","Elancourt, France",661,3263,15260,2011-09-29 13:57:36,2021-01-13 10:08:57,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
hansvomelsass,"patriote complotiste, amoureux de la France !",,422,269,4545,2015-06-22 20:29:50,2021-01-13 10:08:56,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
MD81797205,,"Ile-de-France, France",32,5,223,2020-10-24 11:58:03,2021-01-13 10:08:47,613,"Début de #vaccination raté : #Macron foudroie #Veran dans les médias, mais lui envoie en coulisse un sms d’encouragement : “On les aura, ces connards”. 
Tout est dit !

src : Le Point

https://t.co/S47FYRYCvC","[{'text': 'vaccination', 'indices': [29, 41]}, {'text': 'Macron', 'indices': [49, 56]}, {'text': 'Veran', 'indices': [66, 72]}]"
liomo33,,,553,600,109988,2015-04-29 21:53:17,2021-01-13 10:08:41,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
msosolene,"• liberté, mérite, responsabilité • @maregionsud @RenaudMuselier","Marseille, France",3333,1028,1514,2012-02-04 10:04:56,2021-01-13 10:08:38,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
NMaria443,,,550,942,163337,2015-01-28 17:56:33,2021-01-13 10:08:35,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
Franois592,"l’€URSS: structure à l’impuissance organisée. La citoyenneté européenne n'existe pas! l'EU n'est pas une nation! 
suit: Sannat, Jovanovic, Gaves, RL",France - Belgique,957,1260,94178,2014-06-16 06:15:28,2021-01-13 10:08:20,156,"Céline Pina de la team Causeur veut virer les #soignants qui seraient réticents à se faire vacciner.
Je ne sais pas si elle est au courant mais on en a besoin et on n’arrive pas à recruter parce qu’ils sont trop mal payés.
Alors les virer...🤯
#vaccination
https://t.co/ovOizdBWj4","[{'text': 'soignants', 'indices': [63, 73]}]"
patrickforest13,Directeur du protocole du président de @maregionsud,"La Ciotat, France",143,152,653,2019-11-27 09:58:46,2021-01-13 10:08:12,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
lenioule,"Victime de l'oiseau bleu et de son concept de modération unilatérale.
🇲🇫 Patriote dans l'âme.
#teampatriotes #jambonbeurre",,711,683,1961,2020-10-16 08:33:36,2021-01-13 10:08:07,2,"C'est quoi l'intérêt d'obliger des gens à se vacciner ?
Les personnes qui ne veulent pas se faire vacciner, c'est leur choix et ils en assument les conséquences, alors pourquoi les faire chier ?
Il y a dans le vaccin quelque chose qu'on veut implanter aux gens ?
#vaccination","[{'text': 'vaccination', 'indices': [263, 275]}]"
DelfauxV,"Conseillère Régionale @MaRegionSud / Adjointe à @didierbremond, Maire de @ville2brignoles / Chef d’entreprise SARL Florent et @ProvencaleSA / @Rotary1730",,201,77,257,2020-06-28 13:51:37,2021-01-13 10:08:03,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
MalnoeDelphine,,,74,40,182,2012-02-20 14:19:37,2021-01-13 10:08:02,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
AnselmeDugain,Chef d’unité objets promotionnels et cadeaux protocolaires à @maregionsud,,354,128,277,2019-01-20 16:12:29,2021-01-13 10:07:53,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
desmasque,,,31,19,350,2020-04-07 12:14:04,2021-01-13 10:07:50,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
JDossemont,Conseillère municipale d’opposition - Roquevaire / Conseillère Departementale Remplaçante CD13 / Conseillère Nationale @UDI,,396,198,291,2012-06-10 08:17:22,2021-01-13 10:07:46,60,"Une seule campagne m’intéresse aujourd’hui, celle de la #vaccination de tous les Français ! 
C’est une guerre de mouvement, pas une guerre de tranchées : on ne la gagnera pas en restant dans un bunker sans écouter et mobiliser tous ceux qui veulent aider ! https://t.co/li5mYFcajD","[{'text': 'vaccination', 'indices': [76, 88]}]"
colerenoire,Aime le cycle naturel de la vie et ne veut rien en lâcher. Aime l'humour des twittos #TeamLait Cpte SOS @soscolerenoire,,823,1620,56025,2013-01-17 14:54:32,2021-01-13 10:07:39,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
daventure1,,,943,382,113552,2012-04-29 02:57:18,2021-01-13 10:07:33,97,"#Vaccin #Veran #Macron 
« On les aura, ces connards » : l'élégance avec laquelle le Président Macron a manifesté son soutien à Véran :
- Bon LES CONNARDS c'est quoi ce bordel ... allez colonne par un et direction la #vaccination ! https://t.co/BNvkT9DGDS","[{'text': 'Vaccin', 'indices': [14, 21]}, {'text': 'Veran', 'indices': [22, 28]}, {'text': 'Macron', 'indices': [29, 36]}]"
ecomnews_live,Rendez-vous 7j/7 en direct des événements économiques des régions du Sud de la France #Lyon #Nice06 #Marseille #Montpellier #Toulouse #Bordeaux @ecom_news,"Montpellier, France",467,7582,8883,2016-11-02 17:25:22,2021-01-13 10:07:27,2,"#NouvelleAquitaine #covid19 : ""Il faut accélérer la #vaccination. La Région est prête à mettre à disposition ses moyens de locaux (lycées, gymnases..) et de transports pour emmener les personnes se faire vacciner"" @al_rousset @NvelleAquitaine https://t.co/qzWvRoheAB","[{'text': 'NouvelleAquitaine', 'indices': [0, 18]}, {'text': 'covid19', 'indices': [19, 27]}, {'text': 'vaccination', 'indices': [52, 64]}]"
nross_namros,Médecin à la retraite..,No where,369,162,17558,2019-11-01 14:14:50,2021-01-13 10:07:27,28,"💬 @JeanLeonetti : « Le #confinement est une méthode archaïque nécessaire lorsqu’il n’y a pas d’autres solutions. Aujourd’hui, il y a une solution : la #vaccination. Pour sortir de cette crise, il faut vacciner massivement et rapidement. » #Covid19 https://t.co/Z61hL01LHg","[{'text': 'confinement', 'indices': [44, 56]}]"
foussemagne,Bienvenue sur le compte Twitter de la mairie de Foussemagne (90150),"Foussemagne, France",39,25,80,2020-05-31 21:37:04,2021-01-13 10:07:16,2,"#Vaccination
👉Ouverture de deux nouveaux centres de vaccination dans le nord et le sud Territoire à  :
➡ Grandvillars , le lundi 18  janvier 
➡ Giromagny, le mardi 19 janvier
RDV par 📞 au 03 84 57 16 26
Toutes les infos sur https://t.co/1Pjss7xSnH https://t.co/fADK5WAETN","[{'text': 'Vaccination', 'indices': [15, 27]}]"
DamienMey,Blog-spotter et vanneur à plat,,146,67,11926,2012-07-10 12:05:19,2021-01-13 10:06:48,1,"💉 « Avant 1840, l'homme était presque sans défense contre les virus qui l'assaillaient (...) Une épidémie survenait-elle, l'homme désarmé attendait passivement, ou presque, sa disparition spontanée. » #archive 

#vaccination : 100 années d'immunologie

👉 https://t.co/LZJNF9XC4x https://t.co/AcDTGKMNb6",[]
luciepmt1,who cares we’re all going to die of sheer idiocy,,118,53,1036,2018-05-08 10:12:21,2021-01-13 10:06:37,3,« Cette tribune est un plaidoyer pour les diplômes obtenus pendant la pandémie » #Covid_19 https://t.co/QG68cUj7Ap,"[{'text': 'Covid_19', 'indices': [98, 107]}]"
